bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,price
4,2.5,2190,9880,1,4,1979,630000
5,2.5,2950,5500,1.5,5,1918,660500
5,1,1870,7800,1,3,1962,262000
3,3.5,4660,5500,2,5,1909,2147500
3,2.5,1840,9900,1,3,1978,552000
2,2.5,3180,9400,2,5,1985,1411600
2,1,1500,4000,1,3,1933,736000
3,1.75,1730,7416,1.5,3,1954,355000
3,1,1580,7424,1,3,1962,305000
4,2.5,1540,1870,2,3,2014,484998
4,3.5,3390,3979,2,3,2014,1054690
2,1.5,830,1858,2,3,2005,334500
4,2.75,2620,6178,2,3,2013,475000
3,2.5,2242,4500,2,3,2014,309780
4,2.5,2890,7798,2,3,2005,795000
3,2.25,1450,4050,2,3,2010,274500
2,1.5,800,2119,2,3,2008,265050
3,2.5,2280,2502,2,3,2006,567500
3,4.5,3850,62726,2,3,2013,915000
5,2.5,2270,6300,2,3,1995,285000
3,2.5,2250,5692,2,3,2000,445838
4,1.75,2600,11325,1,4,1969,304900
4,2,2490,9525,2,5,1968,940000
4,2.5,3160,8281,2,4,1995,1127000
4,4.25,4930,25714,2,3,2005,835000
3,1,1440,11250,1,3,1967,290000
3,1.75,1770,8868,1,4,1959,250000
4,2.5,2300,6448,2,3,2001,342000
4,2.5,2980,16263,2,3,1989,1012000
4,2.25,2230,7200,1,4,1963,400000
3,1.75,1830,7969,1,3,1950,312500
3,1,1740,10875,1,4,1962,267000
3,1.75,1530,6743,1,3,1955,575000
3,1.5,1520,9041,1,4,1954,810000
3,2.5,3230,5000,2,5,1945,850000
3,3.25,3620,4000,2,3,2005,1015000
4,3.75,5070,60123,2,3,2000,1100000
3,1.75,1570,8750,1,3,1960,240000
4,1.75,2080,7200,1,4,1966,198000
4,2.5,2230,8624,1,4,1969,565000
5,3,3420,18129,2,3,1952,1195000
8,2.75,2790,6695,1,3,1977,340000
4,2.5,3150,4203,2,3,2002,815000
4,3.25,3930,10929,2,3,2006,1875000
5,3,2190,4900,2,5,1940,588000
4,2.5,1890,6962,2,3,1997,280500
4,2,1900,76877,1,3,2004,390000
2,1.5,1930,3521,2,3,1989,509000
3,2.5,3316,11447,2,3,1986,490600
3,1.5,1380,4500,1,5,1960,650000
3,4,2080,2250,3,3,1997,715000
3,1,1240,5000,1.5,5,1909,529950
3,1,1020,8610,1,5,1959,265000
3,2,2360,4800,2,3,1909,1755000
3,2.5,2780,33503,1.5,4,1969,1140000
3,2,2300,13418,1,3,1955,610000
4,2.5,2020,4350,2,5,1943,554729
5,1.75,1840,10453,1,3,1948,395000
3,1,1390,4814,1.5,3,1908,341000
4,2.25,2060,11385,1,4,1962,264500
4,2.75,2640,35070,1.5,3,1963,395000
3,2.25,1980,10115,1,3,1959,640000
3,1.5,1810,5080,1,3,1958,430000
4,2.5,1700,9000,1,5,1972,410000
4,1,1200,6000,1.5,3,1923,220000
4,3.25,2980,3600,2,3,1999,1625000
2,2.75,1350,1252,2,3,2006,405500
4,2.5,2360,10000,1,3,1977,633000
2,1,1190,6200,1,3,1948,295950
4,5,4110,43560,2,4,1978,1042031
4,2.5,2800,10786,1,3,1970,605000
2,1.5,920,1598,2,3,1995,255000
3,1.75,1530,8000,2,3,1978,474000
2,1,860,5040,1,3,1956,370000
3,2.5,1520,3593,2,3,2004,288000
2,0.75,660,5240,1,4,1912,100000
5,2.5,3580,8921,2,3,2000,1150000
5,2.25,3000,13899,2,4,1975,600000
5,3.25,2740,9629,1,5,1977,515000
4,2.5,2040,5523,2,3,1999,345000
6,2.75,2520,54160,2,3,1954,975000
3,2,2470,8800,2,3,1961,850000
3,2.5,1930,1348,2,3,2005,439990
3,2.5,2950,10254,2,3,2006,554950
3,2.5,2610,6405,2,3,2001,605000
3,1.75,1630,1526,3,3,2014,609000
3,1.5,1400,1022,3,3,2007,425000
2,1.75,1410,1005,1.5,3,2011,399900
4,3.5,4370,10860,2,3,2008,1025000
4,4.25,5010,19412,2,3,2014,2351956
4,3,2590,6160,2,3,2014,519995
3,1.5,1300,7200,1,5,1960,625000
3,2.5,2320,7609,2,3,2003,600000
4,2.5,2700,4275,2,3,2004,1200000
4,2.25,2920,6513,2,4,1937,1738000
4,3,3130,5700,1.5,3,1953,671000
3,1.75,1470,4950,1,3,1984,459500
3,2.5,1540,1326,3,3,1995,499000
4,2.5,3160,4620,1.5,3,1917,1280000
3,1.75,1480,7700,1,3,1975,395000
5,2.75,3595,5639,2,3,2014,861990
2,1,1190,4440,1,3,1981,382500
4,2.25,2340,217014,1,4,1982,404950
3,1.75,1320,2500,1,3,1918,530000
2,1,1190,27007,1,4,1910,195000
4,2.25,2350,18600,2,4,1977,747500
3,1,1100,8560,1,3,1961,199990
4,1,1660,4704,1.5,3,1930,548800
4,3,3040,36246,1.5,3,1923,870000
3,2,1860,4777,2,5,1908,588000
4,3.25,4100,241322,2,3,1981,775000
6,3,4050,36171,2,4,1970,670000
2,2,1240,2500,2,3,1985,445000
4,3,2200,10800,1,3,1960,300000
3,2.25,1680,9090,1,4,1959,480000
3,1,930,5160,1.5,5,1919,300000
3,1.5,1800,22000,2,3,1931,360000
6,3.5,3000,8401,1,3,1979,527000
3,1.5,1820,12686,1,4,1952,875000
4,2.25,1995,7102,2,4,1981,266000
4,3.25,3990,9786,2,3,2004,866000
2,1.5,800,5192,1,5,1951,335950
3,1,960,9563,1,5,1967,215000
4,2.5,2286,8269,2,3,2002,481000
3,1.75,2220,11646,1,3,1950,320000
3,1.75,1940,7500,1.5,4,1918,295000
3,1.5,1640,7222,2,4,1908,295000
3,1,1120,10576,1,4,1969,320000
4,2,2600,4800,1,3,1953,780000
3,2,1490,4800,2,5,1948,437500
